"","P5_z","P5th","P5zh","P8_f","P8_u","P8_v","P8_z","P8zh","P850","P_f","P_u","P_v","P_z","Rhum","Shum","clazz"
"2988",0.003,46.1,-1.058,0.941,1.207,1.332,0.505,-1.553,-1.22,-0.535,1.512,0.815,1.838,0.18,1.504,1
"4207",-0.35,23.65,-1.058,0.286,0.765,0.963,-1.045,-1.132,0.383,-0.052,1.782,1.131,-0.478,-0.053,1.13,1
"1689",-0.085,202.35,1.656,-0.45,0.385,-0.66,1.591,0.973,-1.006,-1.155,1.085,-0.4,0.346,-0.305,0.747,1
"6367",-0.438,88.84,0.299,-0.778,0.259,0.078,-0.425,0.131,0.108,0.192,-0.618,0.253,0.154,-0.72,-1.076,1
"7318",-0.922,87.74,0.299,-0.696,0.322,-0.513,0.299,0.552,0.979,0.543,-0.82,-0.589,-0.851,-0.79,-0.908,1
"3338",0.223,315.61,-0.153,-0.696,-0.183,0.521,-0.373,-0.711,0.368,-1.074,0.807,0.703,-0.222,-0.466,1.306,1
"2884",-0.217,89.48,0.299,-0.696,0.385,-0.07,0.092,0.131,-1.159,-1.369,0.696,0.371,0.07,-0.143,1.05,1
"2624",0.047,80.36,-0.153,0.859,1.586,-0.07,-0.373,0.131,0.032,-1.048,0.334,-0.155,0.114,0.85,0.334,1
"2807",0.531,249.51,0.752,-0.696,-0.752,-0.07,0.092,0.131,-0.212,-1.414,0.597,0.192,-0.128,0.665,0.943,1
"2029",0.267,221.56,1.656,-0.614,-0.499,-0.734,0.454,0.552,-1.464,-1.546,0.689,-0.043,-0.118,-1.044,0.819,1
"7054",-0.614,85.54,-0.153,-0.696,0.322,0.078,-0.27,-0.29,1.177,-0.87,0.285,0.223,0.907,-0.674,-0.861,1
"2223",0.752,124.3,1.656,-0.532,-0.815,0.152,0.557,-0.29,0.047,-0.743,0.171,0.549,0.309,0.134,0.755,1
"1594",0.179,101.82,1.204,0.45,0.954,-1.103,0.04,0.973,-0.686,-0.153,-0.256,-0.568,-0.851,0.665,-0.169,1
"3222",-0.658,29.63,-0.605,-0.45,-0.499,0.668,-0.476,-0.711,0.963,-0.875,0.715,0.886,-0.205,-0.905,1.213,1
"7726",0.047,70.07,-1.51,1.186,1.27,1.48,-0.993,-1.553,0.628,0.075,1.736,1.381,0.225,0.594,0.644,1
"3194",1.06,5.11,-1.51,0.532,-0.815,1.48,1.487,-1.553,-0.35,-0.342,0.433,1.351,0.88,0.781,1.177,1
"5816",0.355,89.17,0.752,-0.287,-0.183,-1.177,-0.528,1.394,1.116,0.614,-0.82,-0.783,-0.908,-0.697,-1.337,1
"2021",-0.173,242.21,1.204,-1.187,-0.247,-0.291,0.35,0.131,-0.319,-1.419,0.936,0.11,-0.921,-0.536,1.108,1
"3145",-0.35,92.36,0.299,0.368,-1.194,-1.177,0.04,0.973,0.001,1.046,-1.087,-1.099,-0.232,-0.836,0.001,1
"6165",1.544,89.53,0.299,-0.614,0.196,-0.734,-0.063,0.552,0.49,0.411,-0.721,-0.599,-1.076,-0.189,-1.751,1
"7712",-0.834,80.39,-1.058,1.186,1.776,0.521,-0.425,-0.29,0.521,-1.104,0.765,0.56,0.88,0.109,-0.078,1
"1543",-0.305,239.23,0.752,0.123,-1.321,-0.513,0.609,0.552,-0.472,-0.591,-0.035,0.126,0.003,0.688,1.052,1
"3057",1.676,82.45,-0.153,-0.45,0.512,-0.365,0.092,0.552,-0.716,-0.647,0.209,-0.676,0.057,0.619,-0.224,1
"1687",0.84,159.45,1.204,-1.187,-0.12,-0.291,-0.373,0.131,0.078,-1.414,0.963,0.289,0.154,-0.536,0.74,1
"5593",0.135,65.28,-1.058,-1.023,-0.057,0.078,-0.838,0.131,-0.35,-0.026,-0.378,-0.589,-0.098,0.965,-0.389,1
"2635",0.311,68.88,-0.605,0.859,1.333,0.89,0.092,-0.711,-0.197,-0.662,1.47,0.682,-0.141,0.596,0.941,1
"4559",-1.451,80.81,-0.153,-1.269,-0.247,-0.217,-0.528,0.131,0.169,0.172,-0.561,-0.487,0.148,1.127,-0.006,1
"6324",0.619,82.3,-0.605,-1.187,-0.247,0.078,1.28,0.131,-0.075,0.121,-0.53,-0.426,0.366,0.296,-0.46,1
"2943",0.355,130.23,1.204,0.368,-0.31,-1.767,0.505,1.815,-0.502,0.512,0.209,-2.049,-0.078,-0.235,0.597,1
"954",1.5,51.51,-0.605,0.614,-1.321,0.816,3.606,-0.711,-0.625,1.26,-1.197,-0.191,4.961,1.127,0.852,1
"5524",-0.834,75.16,-1.058,-0.532,0.196,0.521,-0.735,-0.29,0.154,-0.296,-0.241,-0.053,1.136,1.081,-0.247,1
"7640",-1.098,84.87,-0.153,-0.941,-0.436,-0.439,-0.321,0.552,1.956,1.001,-1.22,-0.155,1.287,-0.422,-0.694,1
"961",1.368,75.13,-0.605,-0.859,0.259,-0.07,0.557,0.131,-0.808,-0.479,0.052,-0.686,0.467,-0.72,-0.034,1
"2927",0.091,270,0.299,-0.941,0.006,0.225,-1.407,-0.29,1.406,-1.145,1.195,0.381,-1.099,-0.998,1.184,1
"177",0.531,87.46,0.299,1.186,1.839,0.152,1.384,-0.29,-1.724,-1.13,1.146,-0.247,1.939,0.619,0.812,1
"6800",0.663,77.93,-1.058,1.023,1.333,1.185,-0.631,-1.132,0.368,-0.001,1.496,1.53,-0.246,-0.143,-0.267,1
"4830",1.236,81.52,-1.058,0.204,1.017,-0.513,-0.218,0.552,0.078,0.03,-0.481,-0.329,-0.656,-1.39,-1.814,1
"342",-0.261,333.47,-2.415,2.741,-0.626,3.62,0.195,-4.08,-1.022,1.468,0.559,3.255,0.638,-0.282,1.325,1
"2068",-0.438,53.56,-0.153,-0.859,-0.183,0.373,0.557,-0.29,0.566,-0.825,0.304,0.519,1.311,0.965,1.034,1
"5178",-1.186,64.51,-1.058,-0.614,0.196,0.447,-0.373,-0.29,0.948,-0.54,-0.081,-0.007,0.443,1.566,0.337,1
"4180",1.192,99.12,0.752,-0.614,-0.689,-0.66,0.195,0.552,0.368,-0.575,0.091,0.636,-1.358,-3.032,-0.758,1
"3849",0.752,56.55,-0.605,-0.041,0.322,0.963,0.712,-1.132,-1.113,-0.677,1.241,0.932,0.121,1.241,1.191,1
"3615",-0.305,82.46,-0.153,0.041,0.449,0.963,-0.476,-1.132,0.444,-0.789,1.058,0.948,0.282,1.727,0.921,1
"4186",0.84,97.19,0.299,-0.368,-0.815,-0.808,1.539,0.552,-0.502,-0.443,-0.119,-0.278,-0.441,0.409,0.122,1
"2855",-0.041,52.43,-0.605,0.123,0.322,1.111,-0.166,-1.132,0.78,-1.15,0.651,0.595,-0.232,0.55,0.684,1
"5597",0.267,84.35,-0.153,0.859,1.523,0.373,0.454,-0.29,-0.64,-1.262,0.468,-0.032,-0.538,0.042,-0.65,1
"1987",0.311,107.29,1.204,-0.287,-0.436,-1.103,-0.166,0.973,-0.747,-0.84,0.163,-0.114,-0.925,-1.506,-0.499,1
"4249",0.135,238.5,2.109,1.677,-1.953,-1.989,-1.355,1.815,-1.434,0.38,-0.195,-1.605,-0.501,-0.214,1.235,1
"3403",0.399,81.72,-0.153,2.823,2.787,1.406,-0.528,-1.553,-1.541,0.762,2.331,1.402,1.065,-0.582,1.047,1
"7038",1.72,75.86,-1.51,-0.368,0.385,-0.808,0.66,0.973,-0.396,-0.026,-0.321,-0.768,0.151,-0.212,-0.64,1
"3148",-0.57,69.17,-0.153,-0.696,-0.689,0.152,-0.115,0.131,1.284,0.207,-0.637,0.197,0.08,0.365,0.643,1
"5862",-0.438,73.53,-1.51,-0.123,0.512,0.668,0.402,-0.29,0.139,-0.692,0.045,0.09,0.507,0.896,-0.486,1
"6304",0.84,80.67,-0.605,1.432,1.713,1.185,0.66,-1.132,-0.09,-0.606,0.292,0.907,0.907,-0.005,-0.427,1
"2567",0.135,263.85,0.752,-0.778,-0.247,0.447,0.402,-0.29,0.582,-1.221,1.012,0.493,-0.031,-1.367,0.952,1
"4160",3.394,224.72,2.109,2.496,-1.89,-3.022,4.278,2.657,-2.151,2.251,-0.953,-2.993,4.571,0.663,1.408,1
"4928",-0.526,96.33,1.204,-0.941,-0.183,0.299,0.66,0.131,0.337,1.336,-1.422,-0.349,2.329,0.203,-0.903,1
"6255",-0.922,66.84,-2.415,-0.368,0.322,0.594,-0.425,-0.711,1.36,-0.387,-0.199,0.024,-0.447,1.427,-0.523,1
"4461",-1.23,75.29,-0.153,-1.187,-0.183,0.078,-0.115,0.131,1.788,-0.433,-0.157,-0.043,-0.407,1.012,0.047,1
"6863",0.267,87.89,-0.153,-0.778,-0.689,0.004,-0.321,0.131,1.727,0.975,-1.189,0.432,0.265,-0.443,-0.987,1
"4675",0.179,85.51,-0.153,-0.614,-0.563,-0.734,-0.27,0.973,0.765,1.651,-1.559,-1.171,1.126,1.104,-0.75,1
"7595",1.148,95.94,1.204,-1.187,-0.057,-0.291,0.04,0.552,0.963,0.441,-0.805,0.238,-0.941,-3.609,-1.9,1
"326",0.003,51.4,0.299,0.695,0.954,1.259,-0.528,-1.132,-1.006,0.06,1.801,1.3,-0.699,-0.836,1.179,1
"4590",-2.155,81.37,-0.605,-0.368,0.449,-0.734,-0.218,0.973,0.398,2.114,-1.464,-2.289,-0.958,0.319,-1.402,1
"971",0.972,91.23,0.752,2.168,2.534,-0.66,0.144,0.973,-2.014,-0.779,1.264,-0.665,0.611,0.711,0.136,1
"7831",0.267,79.17,-0.153,0.286,-1.321,0.594,0.04,-0.711,0.597,0.782,-0.801,1.361,0.084,-1.346,-0.386,1
"4409",-0.041,86.89,-0.153,0.45,1.27,-0.365,0.092,0.552,-0.136,-0.276,-0.054,-0.768,-0.793,0.273,-1.021,1
"7893",-0.482,79.89,-1.058,-0.696,0.322,-0.439,0.815,0.131,0.719,0.446,-0.519,-1.237,0.954,2.072,-0.365,1
"2051",0.311,268.26,0.299,2.659,-3.217,0.742,0.144,-0.711,-0.609,0.909,-0.908,1.366,-0.108,0.088,1.169,1
"6495",0.267,80.39,-1.058,-0.778,0.322,0.078,0.04,0.131,0.429,-0.199,-0.226,0.054,1.452,-0.351,-0.913,1
"5235",0.619,87.21,-0.153,0.368,1.144,-0.513,-0.166,0.552,0.169,0.879,-0.972,-0.992,-1.22,0.249,-1.384,1
"3322",0.752,83.82,-0.153,0.859,1.586,0.004,0.505,0.131,-1.067,-0.942,1.378,0.177,0.44,0.042,1.142,1
"1437",-0.746,336.02,-0.153,-0.696,-0.626,0.299,0.144,-0.29,0.536,-0.86,0.315,0.58,0.692,0.226,1.194,1
"1724",-0.834,54.41,-0.605,1.105,-2.079,0.078,0.764,-0.29,-0.716,1.407,-1.502,-0.375,1.405,0.665,0.732,1
"6751",0.752,89.38,0.299,-0.778,-0.183,0.447,-0.063,-0.711,1.101,-0.423,0.38,1.233,-0.582,-2.314,-0.407,1
"6031",-0.57,74.47,-0.605,-0.696,-0.626,-0.586,0.299,0.552,1.36,0.274,-0.553,-0.803,-0.451,1.012,-0.135,1
"3641",1.632,101.71,0.752,1.759,2.155,-0.586,2.521,0.552,-1.617,0.131,2.205,0.049,0.037,-0.12,1.616,1
"3528",-1.054,307.46,-0.153,0.45,0.575,1.259,-0.89,-1.132,-0.014,-0.464,1.272,1.157,-0.491,-0.259,1.419,1
"3392",0.003,85.18,0.299,-1.023,0.069,-0.365,-0.373,0.131,0.337,-1.043,0.296,0.039,-0.101,0.134,0.127,1
"1659",2.689,286.62,-0.605,-0.368,-0.626,0.078,3.813,-0.29,-2.716,-0.591,0.464,-0.078,3.297,0.896,1.279,1
"2797",1.985,217.26,3.013,3.314,-2.395,-3.539,2.831,3.078,-2.594,1.809,-0.408,-3.111,1.274,0.781,1.366,1
"2701",-0.217,56.37,-0.605,-0.778,-0.563,0.299,0.35,-0.29,0.139,-0.611,-0.016,0.1,0.453,-0.282,0.765,1
"6338",-0.746,74.79,-1.058,0.45,0.954,0.89,0.815,-0.711,-0.136,-0.636,0.037,0.325,0.971,1.335,0.073,1
"2959",0.399,85.45,-0.153,0.859,1.397,0.816,-0.166,-0.711,0.093,-0.728,1.386,0.687,-0.084,0.734,0.558,1
"3771",-0.085,9.01,-1.51,0.368,0.512,1.259,0.299,-1.132,0.231,-0.606,1.294,0.978,-0.225,-0.212,1.069,1
"7534",-0.834,81.79,-0.153,-0.614,-0.815,-0.144,-0.27,0.131,1.284,1.056,-1.266,-0.175,0.652,-0.628,-0.213,1
"3269",-0.35,300.23,-0.153,-0.696,-0.436,-0.734,-0.321,0.973,0.108,-1.058,0.567,-0.553,0.006,0.157,1.278,1
"2586",0.091,176.43,-0.605,-0.368,-0.057,0.742,-0.58,-0.711,0.933,-1.023,0.932,0.713,-0.773,-1.483,0.931,1
"4531",-0.041,81.3,-0.605,0.368,1.144,-0.365,0.247,0.552,-0.762,0.065,-0.496,-0.339,0.054,1.289,-0.538,1
"1938",-0.702,254.34,0.752,0.368,-1.321,-1.103,0.505,0.973,-1.968,-0.367,-0.028,-0.732,0.611,-0.028,1.46,1
"1447",-0.79,120.94,0.752,-0.041,-1.005,-0.882,0.402,0.973,-0.105,1.173,-1.167,-1.176,0.346,1.704,0.503,1
"4985",-1.539,87.21,0.299,0.204,0.954,-0.66,-0.993,0.552,0.398,0.141,-0.367,-0.921,-0.881,0.596,-0.719,1
"2087",0.179,82.01,-0.153,0.532,1.27,0.373,0.815,-0.29,-0.304,-0.708,0.079,-0.257,1.011,1.335,0.267,1
"6262",-0.834,85.11,-0.605,-0.532,-0.31,-0.956,-0.321,0.973,1.589,2.312,-1.986,-1.503,-1.449,-0.513,-1.629,1
"5598",-0.658,85.87,-0.153,0.614,1.144,0.816,0.66,-0.711,-0.426,-1.277,0.635,0.391,-0.104,1.173,-0.033,1
"804",-0.614,112.43,0.299,-0.041,0.765,0.447,-0.838,-0.711,0.063,-0.545,1.569,0.703,-0.864,-1.021,1.318,1
"169",4.539,250.05,1.656,4.787,-4.67,-1.251,7.378,0.973,-4.411,3.324,-2.633,-1.247,6.473,0.804,1.755,1
"2529",0.267,76.04,0.299,0.123,0.891,0.373,0.402,-0.29,-0.075,-1.033,1.302,0.238,0.296,-0.005,0.733,1
"5173",-0.966,75.37,-0.605,-0.368,0.575,0.078,0.092,0.131,0.536,-0.84,0.171,-0.186,0.692,0.619,-0.315,1
"5615",-1.142,80.12,-0.605,-1.105,-0.247,-0.439,-0.683,0.552,0.521,0.95,-1.048,-0.962,-0.498,0.711,-0.713,1
"4921",-0.305,79.56,-1.058,-0.041,0.891,-0.439,0.505,0.552,-0.334,1.224,-1.144,-1.355,-0.094,1.127,-1.041,1
"4726",0.972,86.18,-0.153,0.777,0.638,-1.841,-0.89,2.236,-1.159,1.306,-0.5,-2.294,-1.355,0.019,-1.935,1
"3728",-0.746,54.01,-0.605,-0.123,0.385,0.89,-0.58,-1.132,0.597,-0.606,1.294,0.978,-0.457,0.111,1.279,1
"1137",-0.57,343.31,-1.058,0.041,-0.183,1.185,-0.942,-1.553,0.231,-0.616,0.803,1.172,-0.225,-0.028,1.249,1
"1615",0.223,65.43,-1.058,2.086,2.092,1.554,1.022,-1.553,-1.388,-0.042,1.828,1.101,0.554,0.504,1.191,1
"2944",-0.217,71.94,-0.605,-1.105,-0.247,0.078,-0.218,-0.29,1.131,-0.718,0.079,-0.252,-0.578,-0.028,0.551,1
"2729",0.311,100.7,0.299,-0.778,0.196,0.299,-0.321,-0.711,0.505,-0.87,1.009,0.84,-0.34,1.012,0.929,1
"6997",-0.261,92.84,0.752,-0.287,0.512,-0.734,0.195,0.973,0.933,0.879,-0.961,-1.028,-0.662,0.711,-1.228,1
"6676",-1.407,84.97,-0.153,-0.532,-0.12,-0.956,0.247,0.973,1.208,1.28,-1.17,-1.401,-1.509,-1.483,-1.345,1
"7748",-0.482,92.69,0.752,0.286,-1.51,-0.07,-0.166,0.131,0.795,1.682,-1.734,-0.349,-0.303,-0.237,-0.066,1
"4863",-1.274,72.28,-1.51,-0.859,0.133,0.299,-0.27,-0.29,1.131,-0.215,-0.21,0.156,1.304,0.342,-0.048,1
"736",-0.041,87.63,0.299,0.123,-0.626,-1.398,0.66,1.394,-0.457,1.046,-0.927,-1.498,0.238,-0.674,0.125,1
"1854",0.047,72.41,-1.058,1.105,0.828,1.849,-0.27,-1.975,-0.029,-0.342,0.67,1.417,0.4,-0.305,0.681,1
"4305",1.632,85.45,-0.605,-0.532,0.385,-0.586,-0.166,0.552,0.566,1.448,-1.441,-1.002,-0.152,-0.259,-1.62,1
"6725",-1.142,83.95,-0.605,0.859,1.586,0.225,-0.218,-0.29,-0.502,-0.987,0.289,-0.221,-0.424,-0.028,-0.585,1
"2035",1.016,308.9,-0.605,-0.287,-1.005,-0.217,0.04,-0.29,-1.281,-0.901,0.212,0.269,0.248,-0.42,1.169,1
"3059",-0.394,80.46,-0.605,0.368,1.144,0.004,-0.063,0.131,0.001,-0.891,0.323,-0.446,-0.148,0.781,0.229,1
"6685",-0.041,88.43,0.299,-0.859,-0.057,-0.66,-0.218,0.552,1.009,1.24,-1.231,-1.14,-0.101,1.612,-0.841,1
"4865",-0.79,67.07,-1.51,-0.614,-0.815,-0.365,-0.218,0.131,0.566,1.25,-1.346,-0.691,0.827,1.543,-0.18,1
"2156",0.663,33.91,-1.058,0.286,0.828,0.89,-0.218,-0.711,-1.373,-0.077,1.801,1.029,1.085,0.48,1.552,1
"7359",0.707,78.51,-1.962,0.532,1.081,-1.103,0.402,1.394,0.108,1.809,-1.231,-2.187,-1.96,-0.074,-1.503,1
"87",-0.217,85.42,-0.153,-0.287,0.638,0.225,0.35,0.131,-1.281,-0.601,-0.024,0.019,-0.609,1.843,0.342,1
"1835",-0.658,87.57,0.299,-0.778,-0.499,-0.513,1.694,0.552,-0.594,-0.291,-0.207,-0.278,1.61,0.457,0.85,1
"5406",-2.86,102.59,0.752,0.695,-1.763,0.447,-1.148,-0.711,-0.029,1.733,-1.78,0.131,-0.326,1.381,-0.024,1
"249",1.632,74.95,-1.058,1.268,1.839,0.373,0.505,-0.29,-0.991,-0.911,0.254,-0.216,0.356,1.173,-0.157,1
"7924",0.972,94.78,0.752,-0.368,0.512,0.373,0.609,-0.29,-0.777,-0.321,0.033,1.014,-0.111,0.479,0.034,1
"1873",-0.746,89.84,0.299,-0.614,0.385,-0.07,0.195,0.131,-0.457,-1.079,0.426,0.458,0.211,1.404,0.827,1
"7367",0.399,100.49,2.109,-0.45,0.449,-0.513,-0.373,0.552,1.284,0.385,-0.61,-0.87,-0.457,-0.513,-1.335,1
"4960",-1.274,70.06,-1.51,-1.105,0.006,0.078,0.505,0.131,0.979,1.26,-1.403,-0.415,0.211,0.365,-0.887,1
"4912",-0.305,88.25,-0.153,-0.941,0.069,-0.439,-0.166,0.552,1.162,1.448,-1.567,-0.211,-0.35,-0.79,-1.572,1
"6540",0.047,92.59,0.752,-0.041,-1.068,-0.808,-0.063,0.973,1.254,1.738,-1.704,-0.854,-0.672,-2.291,-1.503,1
"6733",0.311,88.65,0.299,-0.368,0.449,-0.734,1.074,0.552,-0.747,0.792,-0.717,-1.446,0.161,0.203,-0.681,1
"924",0.003,266.08,1.204,1.023,-2.016,0.152,-1.148,0.131,-0.731,-0.159,-0.367,0.156,-0.699,-0.813,1.131,1
"3582",-0.041,88.59,0.299,-1.187,0.006,-0.217,0.092,0.552,-0.212,-1.45,0.731,0.315,0.033,-0.305,0.556,1
"4933",-0.085,94.16,0.752,0.123,0.954,-0.439,-0.011,0.131,-0.273,0.772,-1.014,-0.512,0.027,-0.028,-1.204,1
"7311",1.148,100.03,1.204,-1.023,-0.31,-0.513,0.299,0.552,1.895,0.055,-0.481,0.524,-0.209,-1.598,-1.462,1
"4516",-0.041,80.53,-0.605,-0.45,0.575,-0.07,0.299,0.131,0.689,0.518,-0.755,-0.727,0.235,1.427,-0.768,1
"6852",0.267,79.72,-1.058,-0.205,0.765,-0.439,0.04,0.552,0.093,0.136,-0.321,-1.074,0.316,0.18,-0.974,1
"926",-0.878,329.28,-3.319,3.314,-0.689,4.063,-0.735,-4.08,-1.556,1.382,0.548,3.163,0.494,0.203,1.478,1
"6834",-0.438,85.46,-0.153,0.041,-0.626,-1.325,-0.321,1.394,0.948,0.904,-0.584,-1.768,-0.619,-0.374,-0.538,1
"7790",-0.834,99.39,2.561,0.859,0.259,-2.136,-1.252,2.236,0.475,1.377,-0.839,-2.018,-2.8,-1.946,-1.737,1
"2957",-0.702,19.34,-1.51,-0.123,-0.436,0.963,0.092,-0.711,0.612,-0.53,0.014,0.187,1.297,0.18,0.65,1
"506",-0.702,95.19,0.752,-1.105,-0.183,-0.217,-0.528,0.131,0.368,-0.448,-0.138,0.253,-0.464,-0.605,0.372,1
"6554",0.355,90.07,0.299,-0.287,0.259,-1.029,0.815,0.973,-0.243,0.848,-0.561,-1.778,-0.545,1.589,-0.763,1
"6641",-0.438,72.26,-0.153,-1.105,-0.373,-0.217,-0.631,0.131,1.788,-0.347,-0.214,0.085,0.766,0.365,0.579,1
"7918",0.135,78.58,-1.058,2.168,2.534,0.447,1.229,-0.29,-1.312,-0.84,1.42,0.177,0.672,-0.122,0.085,1
"5508",0.179,76.62,-0.605,-0.859,-0.183,-0.66,-0.166,0.552,0.719,0.233,-0.515,-0.798,-0.797,-0.582,-0.425,1
"644",0.003,101.6,0.752,-0.041,0.765,0.373,0.247,-0.711,-0.502,-0.784,0.925,0.978,-0.242,0.319,0.747,1
"5574",-0.261,90.64,0.752,-0.532,0.259,-0.734,-0.166,0.552,0.49,1.311,-1.391,-0.752,-0.565,0.527,-1.318,1
"1256",-0.834,258.09,0.299,-0.532,-0.183,0.668,-0.58,-0.711,-0.105,-0.794,1.161,0.825,-0.881,-0.12,1.143,1
"360",0.091,318.89,-1.058,-0.287,-0.436,0.816,-0.063,-1.132,-0.38,-0.586,0.708,1.182,0.386,0.249,1.044,1
"2423",-0.57,79.07,-0.605,0.777,1.333,0.742,2.004,-0.711,-0.609,-1.048,0.308,0.131,0.581,1.473,0.697,1
"884",-0.614,98.13,0.752,-0.778,0.133,0.299,0.712,-0.29,-0.594,-0.108,-0.332,0.616,0.144,-0.028,0.386,1
"252",0.443,86.07,-0.153,1.35,1.965,-0.217,-0.683,0.552,-0.777,-1.15,0.502,-0.114,-0.582,1.127,-0.264,1
"2245",-0.261,24.43,-2.415,2.577,1.144,3.104,-0.58,-2.817,-0.487,0.792,1.835,2.203,-0.541,-0.097,1.453,1
"891",-0.041,84.33,0.299,-0.368,0.449,0.447,0.815,-0.29,-1.663,-1.257,0.487,0.136,0.517,0.48,0.803,1
"6350",0.707,88.94,0.299,-0.205,0.133,-1.177,0.454,0.973,0.047,1.311,-1.071,-1.666,-0.165,0.365,-1.166,1
"6533",-0.438,83.39,-0.605,-0.123,0.828,-0.291,0.402,0.131,0.322,0.98,-0.808,-1.589,-0.531,0.573,-0.976,1
"4492",-0.57,82.49,-0.605,0.45,1.207,0.447,-0.528,-0.29,0.734,-0.418,-0.138,0.233,0.581,0.711,-0.734,1
"2055",0.796,239.18,1.656,1.105,-2.142,-0.291,1.746,0.131,-0.808,0.335,-0.736,-0.129,0.054,0.365,1.018,1
"641",1.941,197.56,1.204,-0.041,-1.258,-0.144,1.022,0.131,-0.609,-0.164,-0.355,0.121,1.106,-0.005,0.282,1
"5160",0.884,80.35,-0.605,0.45,1.27,0.225,0.919,0.131,-0.548,-0.804,0.155,-0.247,1.311,1.173,-0.486,1
"3075",-0.614,82.31,-0.153,-0.123,0.765,0.152,-1.923,-0.29,0.246,-0.982,1.134,0.6,-0.404,0.619,0.972,1
"2465",6.257,75.76,-0.605,2.086,1.649,1.775,7.223,-1.975,-2.716,1.712,2.601,1.652,7.044,0.388,1.47,1
"6927",-0.614,83.27,-0.605,-0.205,0.512,0.521,-0.063,-0.29,0.536,-0.22,-0.218,0.473,1.569,0.827,-0.136,1
"3668",3.57,247.94,0.752,-0.287,-0.12,-0.66,4.898,0.131,-2.182,-0.494,1.092,-0.757,4.383,0.365,1.46,1
"4498",1.016,91.04,0.299,-0.941,-0.31,0.225,0.97,-0.29,1.559,0.518,-0.767,0.452,2.41,-0.998,-0.98,1
"6076",-0.438,99.83,2.109,0.204,0.765,-1.177,-0.166,1.394,0.78,0.751,-0.816,-1.171,0.141,0.711,-1.359,1
"743",-1.01,130.25,0.752,0.204,-1.258,-0.956,0.04,0.973,0.841,0.441,-0.793,-0.364,0.349,0.988,0.469,1
"2892",-1.054,60.57,-0.153,-0.287,0.575,0.373,-0.735,-0.29,0.108,-0.743,1.473,0.534,0.104,-0.882,1.458,1
"7404",0.443,97.24,1.204,0.041,0.828,-0.734,0.505,0.552,-0.289,-0.23,-0.306,-0.17,-0.148,-0.974,-1.289,1
"5063",0.619,79.13,-0.605,-0.287,0.449,0.521,-0.631,-0.29,0.2,-0.769,0.11,0.284,0.262,1.52,-0.306,1
"4654",0.179,74.02,-1.058,-0.614,-0.183,0.594,-0.166,-0.711,0.017,-0.723,0.27,0.764,-0.41,0.55,0.013,1
"2742",-0.394,89.75,0.299,-0.041,0.891,-0.144,1.177,0.131,-1.861,-1.145,0.426,-0.135,-0.185,-0.305,0.227,1
"2974",0.047,95.51,0.752,-0.696,0.322,-0.513,0.609,0.552,-0.808,-0.835,0.315,-0.574,1.179,1.243,0.958,1
"5280",0.135,64.53,-0.605,0.041,0.133,1.111,-0.115,-1.132,0.658,-0.703,0.94,1.08,-0.316,1.173,0.569,1
"4095",-0.79,68.97,-0.153,1.105,1.46,1.111,-1.768,-1.132,-0.823,-0.225,1.656,1.05,0.195,0.432,1.35,1
"2534",-0.305,79.68,-0.153,2.25,2.471,0.963,0.144,-1.132,-1.617,0.05,1.957,0.891,-0.138,-0.536,0.97,1
"825",-0.085,208.93,1.204,-0.696,-0.12,0.447,-0.425,-0.711,-0.945,-1.277,0.997,0.442,-0.37,0.249,1.198,1
"3325",0.487,123.94,1.656,-1.105,0.006,-0.291,0.144,0.131,0.017,-0.601,-0.02,-0.15,0.672,-0.813,0.554,1
"5536",-1.054,79.08,-0.605,-0.778,-0.689,0.078,-0.683,0.131,1.07,0.889,-1.151,0.054,0.154,-1.344,-1.043,1
"5367",1.324,83.09,-0.153,0.368,0.954,0.742,-1.303,-0.711,0.215,-1.435,0.643,0.085,-0.767,0.919,-0.456,1
"1322",-1.01,91.13,0.299,-0.859,0.133,0.225,-1.665,-0.29,1.147,-1.191,0.639,0.529,-0.229,0.48,0.598,1
"5044",-0.526,89.01,0.299,0.041,0.954,-0.291,-0.373,0.131,-0.426,-0.072,-0.359,-0.482,-0.864,0.942,-1.002,1
"7835",-0.129,102.85,1.204,0.041,-0.689,-1.325,-0.476,1.394,-0.151,0.645,-0.805,-0.941,-0.874,-0.492,-0.258,1
"793",-1.01,80.2,-0.153,1.35,1.586,1.185,-0.993,-1.132,-1.419,0.299,2.178,1.004,-0.037,0.019,1.353,1
"1883",1.368,90.1,0.299,0.286,1.081,0.225,0.557,-0.29,-1.648,-1.419,1.043,0.197,0.524,1.266,1.142,1
"3019",0.707,180,0.299,-0.287,0.512,0.373,0.402,-0.29,-0.93,-1.089,1.264,0.34,0.524,0.088,1.2,1
"4964",0.135,71.95,-1.058,0.286,0.954,0.594,0.557,-0.711,0.231,-0.392,-0.142,-0.329,0.964,1.866,-0.032,1
"4139",-1.01,18.47,-0.605,-0.368,0.196,0.668,-1.51,-0.711,0.902,-0.931,1.283,0.57,-0.464,-0.376,1.182,1
"1725",0.267,169.9,-0.153,1.268,-2.269,-0.291,2.056,-0.29,-0.793,1.585,-1.601,-0.405,3.132,1.358,0.926,1
"5037",1.148,77.48,-1.058,-0.859,-0.183,0.299,-0.631,-0.29,0.414,0.009,-0.435,0.417,0.608,0.688,-0.957,1
